Inicio(seg)    Duracao(seg)     Banda(Kbps)    PCli   PServ
12.620          40.646           1.208   10011   30011
12.654          81.768         238.492   10006   30006
12.657          31.537         158.078   10008   30008
12.687          19.857         450.762   10006   30006
12.689          86.984         515.590   10003   30003
12.698          15.491        3420.465   10005   30005
12.706          83.456        3699.942   10007   30007
12.733          11.616         409.155   10007   30007
12.816          88.882         992.774   10005   30005
12.827          89.272        4879.993   10005   30005
12.841          27.299        1477.375   10010   30010
12.858          46.865          78.510   10011   30011
12.903          70.601         194.688   10005   30005
12.909          12.186         615.654   10006   30006
12.928          32.339         192.184   10005   30005
12.957          24.068        1342.735   10006   30006
12.996          50.290         235.697   10003   30003
13.000          74.817         548.367   10004   30004
13.052          29.816        1806.849   10008   30008
13.061          18.169        1652.804   10005   30005
13.062           6.652          83.467   10005   30005
13.094          24.689         823.169   10006   30006
13.096          21.468          50.415   10006   30006
13.122          77.942         136.451   10002   30002
13.133          30.631        2362.469   10009   30009
13.192          44.997         187.218   10014   30014
13.202          45.562         695.019   10007   30007
13.207          85.361        2816.560   10008   30008
13.210          22.813         272.577   10008   30008
13.210          62.972         153.542   10004   30004
13.217           9.527         303.095   10004   30004
13.229          60.168         303.675   10001   30001
13.254          80.853         365.698   10005   30005
13.330          84.279         976.603   10007   30007
13.334          40.425         571.103   10011   30011
13.346          38.530         473.760   10010   30010
13.367          19.881        1427.998   10005   30005
13.379          59.448         196.125   10004   30004
13.413          74.466         572.826   10004   30004
13.416          31.303        1557.894   10005   30005
13.421          41.096        1967.363   10003   30003
13.426          36.925        1598.758   10006   30006
13.428          23.288         776.401   10004   30004
13.449          38.248        3607.275   10007   30007
13.464          45.913         679.232   10006   30006
13.473          41.463        1207.484   10006   30006
13.484          20.679         390.121   10012   30012
13.494          30.206         743.602   10008   30008
13.519          70.766         615.095   10007   30007
13.523          77.149         220.241   10004   30004
13.526          44.922         775.072   10002   30002
13.569          14.258        1835.782   10005   30005
13.577          65.652           4.203   10008   30008
13.602          93.409         826.912   10009   30009
13.602          44.165         184.065   10006   30006
13.607          83.838        2705.814   10010   30010
13.635          12.545         413.437   10005   30005
13.688          72.267         386.785   10007   30007
13.697          18.016        1122.578   10005   30005
13.735          81.228        2050.874   10004   30004
13.740          20.308         104.180   10006   30006
13.785          97.987         451.803   10008   30008
13.786          65.940        2104.894   10004   30004
13.797          72.700          68.373   10007   30007
13.811          92.300         918.345   10005   30005
13.815          47.479        3311.865   10007   30007
13.823          14.020        3528.006   10008   30008
13.890          23.104        1077.640   10007   30007
13.893          20.399         289.989   10007   30007
13.916          43.117        3235.540   10006   30006
13.937          23.976         800.496   10004   30004
13.944          11.793        3675.249   10004   30004
13.980          61.298        1035.733   10004   30004
14.012          49.311         414.229   10004   30004
14.017          37.099        1431.013   10004   30004
14.027          13.778         327.668   10003   30003
14.096          50.583         542.096   10009   30009
14.099          99.113        1292.490   10006   30006
14.103          72.817         575.671   10005   30005
14.117          15.091         671.238   10009   30009
14.124           5.213        1386.896   10007   30007
14.135          28.683         512.586   10013   30013
14.139          66.822         577.759   10006   30006
14.226          44.628          76.352   10007   30007
14.252          37.430         192.152   10006   30006
14.276          71.566        1623.121   10002   30002
14.278          17.148        1284.293   10004   30004
14.292          81.090        2667.586   10005   30005
14.313          20.537         692.428   10008   30008
14.335          30.464         878.856   10005   30005
14.349          95.379        2601.660   10009   30009
14.349          76.685         313.343   10009   30009
14.366          83.691          17.710   10007   30007
14.382          48.036        1305.769   10005   30005
14.420          79.771        2319.627   10003   30003
14.434          41.854         937.502   10009   30009
14.441          47.190          64.225   10005   30005
14.447          58.046         709.097   10008   30008
14.450          22.065          91.058   10010   30010
14.455           8.005        1482.550   10007   30007
14.570          33.113         212.812   10009   30009
14.573           5.477         320.822   10007   30007
14.605          55.745         637.923   10008   30008
14.606          49.989         473.246   10006   30006
14.623          51.223          75.484   10006   30006
14.626          34.732         325.652   10003   30003
14.650          62.974         454.085   10007   30007
14.663          17.888         614.080   10011   30011
14.701          40.048        1223.910   10005   30005
14.703          71.539          73.933   10007   30007
14.729          18.828         339.980   10006   30006
14.742          71.798        1981.142   10009   30009
14.816          25.238         243.354   10008   30008
14.824          77.678        2357.582   10009   30009
14.830          25.363         386.352   10007   30007
14.865          61.594         414.217   10003   30003
14.875          99.778        1200.347   10006   30006
14.914          46.908        2471.557   10007   30007
14.952          52.306        1619.184   10009   30009
14.990          27.152         541.414   10010   30010
14.994          47.954        1872.016   10004   30004
14.999          88.088        1279.519   10008   30008
15.004          39.017         130.521   10005   30005
15.017           6.923         846.700   10015   30015
15.040          86.036         503.076   10006   30006
15.072          10.433          94.846   10006   30006
15.100          41.682         104.270   10006   30006
15.108          63.538           0.546   10008   30008
15.110          21.011         739.735   10004   30004
15.166          30.260        3036.892   10016   30016
15.169          95.508         447.588   10012   30012
15.173           8.324         216.156   10009   30009
15.175          42.817          17.390   10009   30009
15.182          36.593         990.587   10007   30007
15.184          92.947        1628.051   10017   30017
15.230          70.690          17.715   10008   30008
15.255          66.071         135.613   10004   30004
15.309          40.226         673.613   10006   30006
15.330          30.760         623.358   10005   30005
15.350          35.576         680.350   10007   30007
15.374          37.828         417.226   10004   30004
15.375          81.001         284.508   10008   30008
15.381          98.611        1098.594   10010   30010
15.422          38.397        2153.246   10014   30014
15.422          84.476         193.359   10006   30006
15.461          24.261         837.807   10006   30006
15.463          71.153        1056.792   10009   30009
15.468          11.670          25.485   10009   30009
15.472          59.149         138.522   10011   30011
15.478          49.277        1258.402   10010   30010
15.487          76.188           9.750   10008   30008
15.561          92.326         451.004   10010   30010
15.581          84.254         663.116   10011   30011
15.594          36.260         496.983   10007   30007
15.605          39.590        2124.056   10010   30010
15.646          76.560           5.174   10005   30005
15.664           7.756          30.498   10006   30006
15.694          57.420          96.469   10010   30010
15.707          57.863         281.511   10003   30003
15.777          11.419         397.096   10007   30007
15.783          11.755         381.934   10010   30010
15.795          50.593        2472.684   10010   30010
15.800           9.315        1790.258   10018   30018
15.804          83.346        3001.043   10007   30007
15.804          34.729         852.038   10011   30011
15.820          15.139         698.791   10003   30003
15.826          52.716        2564.795   10009   30009
15.867           6.522        1686.597   10009   30009
15.923          70.226        1287.270   10003   30003
