Inicio(seg)    Duracao(seg)     Banda(Kbps)    PCli   PServ
24.088          47.089         826.517   10009   30009
24.091          31.664         643.965   10012   30012
24.251          42.996         101.598   10010   30010
24.256          82.081        1018.397   10017   30017
24.310          65.714        3775.111   10011   30011
24.423          73.635         677.419   10019   30019
24.453          97.873         576.128   10012   30012
24.525          17.302         831.203   10009   30009
24.584          95.387         763.293   10011   30011
24.756          86.887         460.138   10012   30012
24.783          41.936         352.661   10015   30015
24.849          44.423        1275.561   10016   30016
24.932          13.804        2848.110   10013   30013
24.932          17.569         960.642   10014   30014
25.021          49.628        1230.429   10009   30009
25.060          64.256        5017.681   10010   30010
25.101          27.422          78.327   10012   30012
25.110          86.270         562.822   10013   30013
25.148          99.392         291.876   10011   30011
25.193          73.913         793.499   10013   30013
25.197          31.447           4.430   10008   30008
25.225          48.925        1159.133   10013   30013
25.234          79.030         746.795   10012   30012
25.265          21.931        4033.966   10011   30011
25.287          68.948         643.254   10007   30007
25.294          59.559        1601.934   10012   30012
25.406          83.319         787.900   10013   30013
25.455          48.684        1184.715   10016   30016
25.463          58.205        1612.234   10016   30016
25.506          89.466        2998.115   10010   30010
25.507          30.484        1041.704   10017   30017
25.525          52.070        4043.449   10013   30013
25.543          11.395        4893.235   10015   30015
25.545          91.912        1047.660   10017   30017
25.564          95.374        1252.204   10014   30014
25.600          57.100         556.818   10010   30010
25.609          36.158         628.370   10009   30009
25.613          87.554        1206.241   10010   30010
25.653          53.959        1350.781   10017   30017
25.722          50.653        1356.394   10009   30009
25.742          17.697          39.898   10016   30016
25.836          58.086         223.306   10018   30018
25.840          57.484        1610.482   10014   30014
25.847          19.196        1456.896   10015   30015
25.869          78.469        2308.400   10012   30012
25.879          90.754         482.676   10015   30015
25.907          44.070         445.048   10008   30008
25.913          73.915         101.000   10010   30010
25.966           9.416        1070.466   10018   30018
25.979          35.935         768.665   10011   30011
25.981          81.209        2783.287   10012   30012
25.997          12.702         428.244   10016   30016
26.012          59.317        1235.734   10013   30013
26.024          73.689        2251.423   10018   30018
26.053          39.434         547.655   10010   30010
26.075          69.661        1374.013   10013   30013
26.083          89.967        1903.745   10013   30013
26.094           8.260          83.150   10015   30015
26.104          78.449         865.534   10019   30019
26.136          98.108          99.070   10010   30010
26.143          85.850         284.226   10010   30010
26.191          40.572         363.883   10010   30010
26.201          83.043         173.038   10009   30009
26.267          41.808        1380.506   10011   30011
26.271          41.009         152.120   10013   30013
26.311           9.180         227.496   10011   30011
26.330          58.424         317.781   10012   30012
26.358          71.944         561.625   10016   30016
26.397          37.115         442.435   10012   30012
26.399          72.050        2640.873   10020   30020
26.451          19.393         629.890   10011   30011
26.457          24.049        1356.242   10011   30011
26.479           8.095        1161.321   10010   30010
26.495          91.242        1344.686   10011   30011
26.504          54.320        1540.531   10014   30014
26.576          84.560        1096.369   10017   30017
26.606          74.211         221.335   10021   30021
26.666          52.922        1341.168   10013   30013
26.724          77.724          72.930   10015   30015
26.731           6.814         142.817   10017   30017
26.736          88.732        1856.689   10011   30011
26.751          36.770          92.564   10013   30013
26.819          91.280        3299.889   10012   30012
26.841          15.357         211.491   10013   30013
26.866          47.947         524.001   10014   30014
26.958          68.068         320.667   10013   30013
26.977          13.737         227.265   10020   30020
27.010          48.782          28.434   10014   30014
27.073          60.284         945.219   10016   30016
27.127          87.013        2814.816   10014   30014
27.250          75.979        2313.761   10015   30015
27.275          90.386         632.557   10016   30016
27.305           5.931        1125.264   10014   30014
27.352          10.880        1173.020   10019   30019
27.377          25.255         967.466   10012   30012
27.406          32.379        1307.366   10010   30010
27.421          50.598          26.711   10015   30015
27.424          74.300         493.923   10012   30012
27.432          34.289        4426.232   10010   30010
27.482          79.789         389.777   10011   30011
27.497          80.979        1694.906   10018   30018
27.511          45.988          79.970   10019   30019
27.563          40.313        5061.774   10016   30016
27.585          12.413         122.708   10013   30013
27.599          25.168          39.834   10016   30016
27.603          99.269         631.285   10017   30017
27.608           7.108         238.278   10011   30011
27.635          62.418         342.063   10019   30019
27.647           5.230        1584.042   10020   30020
27.698          20.498         751.093   10009   30009
27.759          88.225        1190.517   10017   30017
27.760          75.418        1043.507   10005   30005
27.885          56.639         336.273   10018   30018
27.897          18.760         268.559   10019   30019
27.911          81.124          64.460   10018   30018
27.985          51.767         302.548   10019   30019
28.081          43.502         767.478   10012   30012
28.082          37.999         364.307   10013   30013
28.103          76.384         195.800   10006   30006
28.108          49.624        2323.730   10013   30013
28.122          80.890         542.548   10018   30018
28.181          90.460          56.927   10012   30012
28.183          98.352        1846.949   10021   30021
28.222          30.665         345.031   10013   30013
28.374          42.946        2660.583   10011   30011
28.414          97.373        2535.399   10014   30014
28.448          47.237        1001.880   10022   30022
28.571          84.347         336.504   10017   30017
28.614          88.545         571.550   10017   30017
28.629          14.338        2082.713   10015   30015
28.659          96.890         206.579   10011   30011
28.668          72.105          21.527   10014   30014
28.807          18.071        1529.536   10018   30018
28.833          36.129         254.404   10007   30007
28.848          47.306         615.291   10014   30014
28.945          90.599        2853.586   10014   30014
